event_date,event_type,sub_event_type,actor1,actor2,location,latitude,longitude,notes,fatalities
16-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myaungmya,16.5835,94.9075,"On 16 February 2021, in Myaungmya town (Myaungmya Township, Myaungmya District, Ayeyarwady Region), locals, including teachers, held a protest in front of Myaungmya Prison to demand the release of a primary school headmaster who was arrested for his involvement in support of the civil disobedience movement. Police intervened and dispersed the protest with water cannon, tear gas, and at least thirty rounds of rubber bullets. At least three people were reportedly injured and taken to the hospital for treatment. [size=no report]",0
16-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 16 February 2021, in Myitkyina city (Myitkyina Township, Myitkyina District, Kachin State), locals held a protest against the Myanmar military coup and in support of the civil disobedience movement. Myanmar police dispersed with a rubber bullet and tear gas. 5 Journalists were arrested and were released on the following day. [size=no report]",0
16-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Thandwe,18.4654,94.3656,"On 16 February 2021, in Thandwe town (Thandwe Township, Thandwe District, Rakhine Region), over 100 locals protested in front of the police station to demand the release of protesters detained by police for protesting against the Myanmar military coup and in support of the civil disobedience movement. An old man distributing water and biscuit was arrested. He was released on 8 March. [size=over 100]",0
15-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Aungmyaythazan,21.9932,96.0969,"On 15 February 2021, in Aungmyaythazan town, Aungmyaythazan township (Mandalay District, Mandalay Region), more than 1,000 people protested in front of the Myanma Economic Bank and the Central Bank of Myanmar against the Myanmar military coup, urging employees to join the civil disobedience movement against the coup. At least 10 trucks full of soldiers and police arrived and started firing slingshots towards protesters, and then attacked protesters with sticks and slingshots. Police reportedly also fired rubber bullets towards the crowd. A few injuries (including a journalist covering the incident) were reported but exact number of injuries is unknown. Police arrested 20 people who were released on 16 February after they signed a statement stating that they would not participate in further protests. [size=more than 1,000]",0
15-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Poke Ba Thi Ri,19.806,96.183,"On 15 February 2021, in Poke Ba Thi Ri town, Poke Ba Thi Ri township (Det Khi Na District, Nay Pyi Taw region), about 100 villagers protested near the Ministry of Transport and Communications against the Myanmar military coup and in support of the civil disobedience movement. Police fired water cannons to disperse protesters and arrested more than 30 people. As of 16 February, the detainees have not been released and their whereabouts remained unknown. [size=about 100]",0
15-Feb-21,Protests,Excessive force against protesters,Protesters (Myanmar),Police Forces of Myanmar (2021-),Pyigyitagon,21.902,96.1042,"On 15 February 2021, in Pyigyitagon township (Mandalay District, Mandalay region), people protested near a roundabout against the military coup and in support of the civil disobedience movement. Protesters attempted to flee when police officers came in, arresting nine men in total. During the intervention, video recording which had since gone viral showed police officers beating up a person with disabilities. He received treatment for his injuries at a local clinic. [size=no report]",0
15-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Nay Pyi Taw,19.745,96.1297,"On 15 February 2021, in Nay Pyi Taw City, people including student protested against Myanmar military coup and in support the civil disobedience movement. Police reportedly arrested 30 students during the protest. [size=no report]",0
15-Feb-21,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Hpapun,18.065,97.4449,"On 15 February 2021, in Ta Kaw Do Baw village (Hpapun township, Hpapun district, Kayin state) (coded as Hpapun), the Myanmar military shelled the village. More than 200 villagers fled. Casualties unknown.",0
14-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Pathein,16.7792,94.7321,"On 14 February 2021, in Pathein town, Pathein township (Bago District, Bago Division), anti-military groups protested against the Myanmar military coup and in support of the civil disobedience movement. At the same time, more than 3,000 people protested in support of the military coup. Anti-military groups chanted slogans 'No to 5,000' (a colloquial reference to pro-military protesters) at pro-military protesters. [size=at least more than 3,000]",0
14-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Military Forces of Myanmar (2021-),Myitkyina,25.3832,97.3963,"On 14 February 2021, in Myitkyina town, Myitkyina township (Myitkyina District, Kachin State), hundreds of people chanted slogans and banged oil drums outside a power plant after soldiers were deployed to power plants, leading to confrontations with demonstrators demanding the security forces to leave. The security forces then fired shots into the crowd to disperse protesters, though it was not clear if rubber bullets or live rounds were fired. Five journalists, including two covering the confrontations live, were arrested. [size=hundreds]",0
14-Feb-21,Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Myanmar (2021-),Civilians (Myanmar),Hpapun,18.065,97.4449,"On 14 February 2021, in Ta Kaw Do Baw village (Hpapun township, Hpapun district, Kayin state) (coded as Hpapun), the Myanmar military shelled the village. Casualties unknown.",0
13-Feb-21,Protests,Peaceful protest,Protesters (Myanmar),Protesters (Myanmar),Mawlamyine,16.4563,97.6469,"On 13 February 2021, in Mawlamyine town, Mawlamyine township (Mawlamyine District, Mon State), pro-military supporters held a protest march in support of the Myanmar military and the State Administration Council. Meanwhile, locals protested against Myanmar military coup and carried out pot-banging as the pro-military supporters marched past. [size=no report]",0
12-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Thandwe,18.4654,94.3656,"On 12 February 2021, in Thandwe town (Thandwe Township, Thandwe District, Rakhine State), thousands of people including some civil servants protested against Myanmar military coup. Five protesters were reportedly arrested. [size=thousands]",0
12-Feb-21,Riots,Violent demonstration,Rioters (Myanmar),Rioters (Myanmar),Meiktila,20.8778,95.8584,"On 12 February 2021, in Meiktila town (Meiktila Township, Meiktila District, Kachin State), anti-military demonstrators clashed with pro-military demonstrators as pro-military demonstrators were holding a march. About 10 pro-military supporters also threw stones at a shop and a nearby house, causing damage to both properties. A pro-military supporter was reported injuries from the clashes. [size=at least about 10]",0
12-Feb-21,Protests,Protest with intervention,Protesters (Myanmar),Police Forces of Myanmar (2021-),Myawaddy,16.6891,98.5089,"On 12 February 2021, in Myawaddy town (Myawaddy Township, Myawaddy District, Kayin State), local held a protest against the Myanmar military coup and in support of the civil disobedience movement. Police blocked protesters. [size=no report]",0
12-Feb-21,Riots,Mob violence,Rioters (Myanmar),Civilians (Myanmar),Mingalar Taung Nyunt,16.7889,96.1679,"On 12 February 2021, in Mingalar Taung Nyunt township (Yangon (East) District, Yangon Region), a group of ex-convicts recently pardoned by the military attacked civilians. [size=no report]",0
12-Feb-21,Riots,Mob violence,Rioters (Myanmar),Civilians (Myanmar),Bahan,16.8106,96.1574,"On 12 February 2021, in Bahan township (Yangon (West) District, Yangon Region), three ex-convicts recently pardoned by the military attacked three youth in Kyaik Ka San ward. The youth gave chase to and caught one of the assailants. [size=3]",0
